OTU	log_x	log_y	log_x/y	r
OTU 73	-2.846230281	-3.440373752	0.594143471	1.118425116
OTU 74	-3.211093831	-1.632645489	-1.578448342	0.091687684
OTU 75	-3.097150479	-2.887531783	-0.209618696	0.44332868
OTU 76	-3.445177037	-3.321683964	-0.123493073	0.489540514
OTU 77	-2.827877079	-2.791317198	-0.036559881	0.541072218
OTU 78	-1.652385261	-2.43177358	0.77938832	1.384297185
OTU 79	-2.662909221	-2.606043895	-0.056865325	0.528570004
OTU 80	-2.827877079	-3.109380533	0.281503454	0.780345451
OTU 81	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 82	-3.421043357	-2.912559789	-0.508483569	0.314263101
OTU 83	-3.409461485	-3.507320541	0.097859057	0.631632844
OTU 84	-3.484095103	-3.705688195	0.221593092	0.728335908
OTU 85	-4.989245081	-3.808350537	-1.180894544	0.144906512
OTU 86	-3.102754356	-3.604230554	0.501476198	1.005248133
OTU 87	-3.075431229	-3.729169291	0.653738062	1.197854881
OTU 88	-2.567641155	-3.870498444	1.302857289	2.529087299
OTU 89	-2.798913383	-2.672687935	-0.126225448	0.488002955
OTU 90	-3.688215086	-3.382381805	-0.305833281	0.396842828
OTU 91	-3.470731142	-3.465927856	-0.004803285	0.561220509
OTU 92	-3.38718509	-4.081351809	0.694166719	1.254927209
OTU 93	-3.574271733	-4.984441796	1.410170063	2.861674327
OTU 94	-4.989245081	-2.317923816	-2.671321266	0.026054008
OTU 95	-3.163170279	-3.522043798	0.35887352	0.853044988
OTU 96	-3.574271733	-3.870498444	0.29622671	0.793685655
OTU 97	-3.421043357	-3.586501787	0.16545843	0.682754217
OTU 98	-3.557881317	-3.428139295	-0.129742022	0.486031218
OTU 99	-2.804553651	-1.792990782	-1.011562869	0.176097723
OTU 100	-3.646822401	-3.260165927	-0.386656474	0.361582113
OTU 101	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 102	-3.398180474	-3.244079107	-0.154101368	0.472589961
OTU 103	-3.183065107	-3.303200559	0.120135451	0.648041624
OTU 104	-3.273241738	-4.139343756	0.866102018	1.529629269
OTU 105	-2.137375481	-4.984441796	2.847066315	14.96471099
OTU 106	-3.71049148	-4.984441796	1.273950316	2.446303484
OTU 107	-4.989245081	-2.857336998	-2.131908084	0.048482068
OTU 108	-3.843117046	-4.683411801	0.840294755	1.484849898
OTU 109	-3.574271733	-4.984441796	1.410170063	2.861674327
OTU 110	-3.075431229	-3.62271396	0.547282731	1.059684401
OTU 111	-3.646822401	-3.662222501	0.015400101	0.574427504
OTU 112	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 113	-3.273241738	-3.569468448	0.29622671	0.793685655
OTU 114	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 115	-2.362904714	-2.168864048	-0.194040666	0.451351451
OTU 116	-2.715087232	-3.393377189	0.678289957	1.232197021
OTU 117	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 118	-2.176331725	-3.1271093	0.950777575	1.686257768
OTU 119	-2.58612456	-3.586501787	1.000377227	1.785351734
OTU 120	-3.457766164	-3.780321814	0.322555649	0.818112448
OTU 121	-3.409461485	-4.139343756	0.729882271	1.307604214
OTU 122	-4.989245081	-4.139343756	-0.849901325	0.212121414
OTU 123	-3.137986733	-2.939118817	-0.198867915	0.448849988
OTU 124	-3.843117046	-3.465927856	-0.377189189	0.365544776
OTU 125	-4.989245081	-2.764333708	-2.224911373	0.043559159
OTU 126	-4.989245081	-3.371657939	-1.617587142	0.087647918
OTU 127	-3.574271733	-3.553078032	-0.021193701	0.550729481
OTU 128	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 129	-2.924787092	-2.766957852	-0.15782924	0.470566012
OTU 130	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 131	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 132	-3.409461485	-4.984441796	1.574980311	3.459595565
OTU 133	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 134	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 135	-2.798913383	-1.971183131	-0.827730252	0.217605591
OTU 136	-2.456490702	-4.984441796	2.527951094	10.36360192
OTU 137	-3.281674905	-3.312343938	0.030669033	0.584614648
OTU 138	-2.564363445	-3.244079107	0.679715662	1.234221214
OTU 139	-4.035002572	-1.955870543	-2.079132029	0.051519206
OTU 140	-4.144147041	-4.984441796	0.840294755	1.484849898
OTU 141	-3.785125099	-4.984441796	1.199316697	2.244882036
OTU 142	-2.656806622	-4.984441796	2.327635175	8.229108022
OTU 143	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 144	-3.248882392	-4.984441796	1.735559404	4.16212269
OTU 145	-3.843117046	-3.440373752	-0.402743294	0.354947016
OTU 146	-4.989245081	-3.753992875	-1.235252207	0.136115967
OTU 147	-3.667025787	-4.984441796	1.317416009	2.571835464
OTU 148	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 149	-3.574271733	-1.938727737	-1.635543996	0.085854523
OTU 150	-3.241057054	-3.312343938	0.071286884	0.612602293
OTU 151	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 152	-2.827877079	-3.192050107	0.364173027	0.858265568
OTU 153	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 154	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 155	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 156	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 157	-2.605429715	-4.984441796	2.379012081	8.730542209
OTU 158	-2.858911313	-4.984441796	2.125530483	6.520793055
OTU 159	-3.345792405	-2.788542144	-0.557250261	0.297105058
OTU 160	-3.421043357	-4.984441796	1.563398439	3.413771083
OTU 161	-3.75879616	-3.642019115	-0.116777045	0.493340368
OTU 162	-3.256851322	-3.662222501	0.40537118	0.899954941
OTU 163	-3.627517245	-3.780321814	0.152804568	0.672879752
OTU 164	-3.432942581	-4.984441796	1.551499215	3.367323054
OTU 165	-3.32648725	-2.577901616	-0.748585634	0.23836493
OTU 166	-2.86867115	-4.984441796	2.115770646	6.447932745
OTU 167	-2.895823396	-3.553078032	0.657254636	1.202714353
OTU 168	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 169	-3.248882392	-4.984441796	1.735559404	4.16212269
OTU 170	-3.75879616	-3.1271093	-0.63168686	0.272704149
OTU 171	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 172	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 173	-2.824892226	-3.729169291	0.904277065	1.59835671
OTU 174	-3.733972576	-3.479291818	-0.254680758	0.420915382
OTU 175	-4.989245081	-3.049943345	-1.939301737	0.060517964
OTU 176	-3.54208705	-4.984441796	1.442354746	2.969699795
OTU 177	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 178	-2.538995973	-3.086814705	0.547818732	1.060338528
OTU 179	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 180	-3.910063835	-3.729169291	-0.180894544	0.458234627
OTU 181	-4.989245081	-4.984441796	-0.004803285	0.561220509
OTU 182	-4.989245081	-2.654028023	-2.335217059	0.038364244
OTU 183	-2.565999208	-2.721990706	0.155991499	0.675353143
