OTU	log_x	log_y	log_x/y	r
OTU 42	-2.504394298	-2.642025205	0.137630908	0.661227077
OTU 43	-2.243063052	-2.99478872	0.751725667	1.340904998
OTU 44	-2.309736443	-1.629210529	-0.680525914	0.257793652
OTU 45	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 46	-2.317782143	-2.868543833	0.55076169	1.063937266
OTU 47	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 48	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 49	-2.436165772	-1.60338592	-0.832779852	0.216344197
OTU 50	-4.744943546	-4.913866812	0.168923266	0.68548319
OTU 51	-3.637733576	-4.913866812	1.276133235	2.452459215
OTU 52	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 53	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 54	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 55	-3.574681831	-2.79992346	-0.774758371	0.231289539
OTU 56	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 57	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 58	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 59	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 60	-2.621091905	-4.913866812	2.292774907	7.905377792
OTU 61	-2.55629625	-2.512466271	-0.043829979	0.536562339
OTU 62	-2.73549265	-1.778734161	-0.95675849	0.187566784
OTU 63	-2.846218364	-2.098953631	-0.747264734	0.238727697
OTU 64	-3.028940202	-4.913866812	1.884926609	4.943089577
OTU 65	-2.378707422	-2.668354144	0.289646722	0.787695813
OTU 66	-2.907355108	-4.913866812	2.006511704	5.685792784
OTU 67	-2.447839896	-2.853168972	0.405329076	0.899911318
OTU 68	-2.557422825	-4.913866812	2.356443987	8.506622673
OTU 69	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 70	-3.771815692	-4.913866812	1.142051119	2.101651662
OTU 71	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 72	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 73	-2.683491067	-2.950078985	0.266587918	0.767059644
OTU 74	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 75	-2.431076326	-2.25776861	-0.173307716	0.462254681
OTU 76	-2.937408518	-2.395352872	-0.542055646	0.302348176
OTU 77	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 78	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 79	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 80	-2.603807456	-2.410076129	-0.193731327	0.451512224
OTU 81	-2.103866233	-4.913866812	2.810000579	14.33954811
OTU 82	-3.229069702	-2.317269716	-0.911799986	0.197530964
OTU 83	-2.639092872	-2.316171626	-0.322921246	0.389111936
OTU 84	-3.326642255	-4.913866812	1.587224557	3.508709838
OTU 85	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 86	-2.873370611	-3.482503048	0.609132437	1.137892918
OTU 87	-3.004580857	-3.334083215	0.329502359	0.824681696
OTU 88	-3.270727282	-4.913866812	1.64313953	3.742009975
OTU 89	-2.628335802	-2.338678967	-0.289656835	0.404302809
OTU 90	-2.683491067	-2.522931705	-0.160559362	0.469089266
OTU 91	-2.775527634	-1.892677513	-0.882850121	0.204225569
OTU 92	-2.595724433	-2.512466271	-0.083258162	0.512750503
OTU 93	-2.319735495	-3.498893464	1.179157969	2.193381421
OTU 94	-4.966792296	-3.03305322	-1.933739076	0.06090678
OTU 95	-2.892463552	-2.519415131	-0.373048421	0.367291574
OTU 96	-2.932030189	-3.197863468	0.265833279	0.766393505
OTU 97	-2.718819029	-2.834685566	0.115866537	0.644864462
OTU 98	-2.507399808	-2.959624302	0.452224495	0.94983337
OTU 99	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 100	-4.966792296	-2.786762014	-2.180030282	0.045869081
OTU 101	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 102	-3.592655202	-1.775248378	-1.817406824	0.069635671
OTU 103	-2.629665955	-2.22544699	-0.404218965	0.354344498
OTU 104	-2.702761952	-2.397992968	-0.304768983	0.397329384
OTU 105	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 106	-2.603180316	-3.872474127	1.269293811	2.433223944
OTU 107	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 108	-2.681985712	-3.157991956	0.476006244	0.976198864
OTU 109	-3.213464629	-4.913866812	1.700402183	3.997019503
OTU 110	-2.901088123	-3.451468814	0.550380691	1.063470681
OTU 111	-2.675275449	-2.487355551	-0.187919899	0.454543264
OTU 112	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 113	-2.860714776	-2.171141681	-0.689573096	0.255122421
OTU 114	-2.368731696	-4.913866812	2.545135116	10.57067533
OTU 115	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 116	-2.856202585	-4.913866812	2.057664226	6.030693951
OTU 117	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 118	-3.568852287	-2.95482542	-0.614026867	0.27830547
OTU 119	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 120	-2.757277281	-3.128536977	0.371259696	0.865296653
OTU 121	-3.307192983	-2.218385135	-1.088807848	0.161113248
OTU 122	-4.063702309	-4.913866812	0.850164503	1.501818423
OTU 123	-3.952551857	-4.913866812	0.961314955	1.706839377
OTU 124	-3.065515649	-4.913866812	1.848351162	4.739262423
OTU 125	-3.410489795	-4.913866812	1.503377017	3.185837973
OTU 126	-3.138562181	-2.665893546	-0.472668635	0.327492123
OTU 127	-2.992127115	-3.25110898	0.258981865	0.760371987
OTU 128	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 129	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 130	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 131	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 132	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 133	-3.017402289	-4.913866812	1.896464523	5.009189221
OTU 134	-2.671591844	-4.913866812	2.242274968	7.45886351
OTU 135	-3.21091744	-4.913866812	1.702949372	4.008758206
OTU 136	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 137	-4.188641045	-3.737775553	-0.450865492	0.335816808
OTU 138	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 139	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 140	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 141	-3.279560695	-3.451468814	0.171908119	0.687842863
OTU 142	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 143	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 144	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 145	-3.540823563	-2.571444131	-0.969379432	0.184861069
OTU 146	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 147	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 148	-2.42107294	-4.913866812	2.492793872	9.952498302
OTU 149	-3.44391355	-4.913866812	1.469953261	3.065574019
OTU 150	-3.38321571	-2.602112951	-0.781102759	0.229606298
OTU 151	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 152	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 153	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 154	-2.691097119	-4.913866812	2.222769693	7.29323189
OTU 155	-2.942854288	-4.913866812	1.971012524	5.458099366
OTU 156	-4.045973542	-3.100953455	-0.945020086	0.19011883
OTU 157	-3.340109829	-2.810063091	-0.530046739	0.306557402
OTU 158	-4.966792296	-3.280398356	-1.686393939	0.080972623
OTU 159	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 160	-4.142883555	-4.913866812	0.770983257	1.370966379
OTU 161	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 162	-3.087887693	-4.913866812	1.825979119	4.618752973
OTU 163	-3.250788952	-2.403321802	-0.84746715	0.212716707
OTU 164	-3.006162988	-4.913866812	1.907703824	5.074427922
OTU 165	-4.966792296	-2.540954809	-2.425837487	0.034563398
OTU 166	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 167	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 168	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 169	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 170	-3.540823563	-2.488985175	-1.051838388	0.168118684
OTU 171	-3.099521277	-4.913866812	1.814345535	4.557303411
OTU 172	-3.711519791	-4.913866812	1.202347021	2.252727634
OTU 173	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 174	-3.294694438	-2.191232889	-1.103461548	0.158417955
OTU 175	-3.410489795	-2.540954809	-0.869534986	0.207380388
OTU 176	-4.165159949	-4.913866812	0.748706862	1.336252735
OTU 177	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 178	-3.270727282	-4.913866812	1.64313953	3.742009975
OTU 179	-2.663596238	-4.913866812	2.250270574	7.527841438
OTU 180	-3.213464629	-3.223670732	0.010206103	0.571002786
OTU 181	-4.966792296	-4.913866812	-0.052925484	0.530972995
OTU 182	-4.966792296	-3.280398356	-1.686393939	0.080972623
OTU 183	-3.223805462	-4.913866812	1.69006135	3.949715831
