OTU	log_x	log_y	log_x/y	r
OTU 85	-4.619709999	-3.808350537	-0.811359462	0.221745822
OTU 86	-2.88022556	-3.604230554	0.724004995	1.298786224
OTU 87	-3.139383604	-3.729169291	0.589785687	1.112827935
OTU 88	-3.321099478	-3.870498444	0.549398966	1.06226937
OTU 89	-3.170831987	-2.672687935	-0.498144052	0.318026383
OTU 90	-2.996460709	-3.382381805	0.385921096	0.880026447
OTU 91	-3.270756451	-3.465927856	0.195171405	0.706514173
OTU 92	-3.186562682	-4.081351809	0.894789127	1.580992244
OTU 93	-3.624562502	-4.984441796	1.359879294	2.70069054
OTU 94	-5.096831254	-2.317923816	-2.778907438	0.023018735
OTU 95	-2.896345556	-3.522043798	0.625698242	1.159803185
OTU 96	-2.925592498	-3.870498444	0.944905946	1.674897171
OTU 97	-3.036133413	-3.586501787	0.550368374	1.063455601
OTU 98	-3.101196059	-3.428139295	0.326943236	0.822255513
OTU 99	-3.214117026	-1.792990782	-1.421126244	0.109893512
OTU 100	-2.830442744	-3.260165927	0.429723183	0.925543356
OTU 101	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 102	-3.849676639	-3.244079107	-0.605597532	0.28101947
OTU 103	-2.896345556	-3.303200559	0.406855003	0.901493661
OTU 104	-3.048907701	-4.139343756	1.090436055	1.980401303
OTU 105	-2.822673405	-4.984441796	2.161768392	6.79859815
OTU 106	-2.978456287	-4.984441796	2.005985509	5.682349352
OTU 107	-2.886423547	-2.857336998	-0.02908655	0.545747684
OTU 108	-4.082590815	-4.683411801	0.600820986	1.12705645
OTU 109	-3.325979242	-4.984441796	1.658462554	3.808609558
OTU 110	-3.075641955	-3.62271396	0.547072005	1.059427346
OTU 111	-3.095386013	-3.662222501	0.566836489	1.083810665
OTU 112	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 113	-3.372555384	-3.569468448	0.196913064	0.707932268
OTU 114	-2.821904061	-4.984441796	2.162537735	6.804622607
OTU 115	-3.096831254	-2.168864048	-0.927967206	0.193888287
OTU 116	-5.096831254	-3.393377189	-1.703454065	0.079397741
OTU 117	-2.280811025	-4.984441796	2.703630771	12.68675525
OTU 118	-2.936462779	-3.1271093	0.190646521	0.702843182
OTU 119	-2.795801258	-3.586501787	0.790700529	1.402443715
OTU 120	-3.335906405	-3.780321814	0.444415408	0.941332125
OTU 121	-4.029884464	-4.139343756	0.109459292	0.640125049
OTU 122	-5.096831254	-4.139343756	-0.957487498	0.187409425
OTU 123	-3.023724155	-2.939118817	-0.084605338	0.511955846
OTU 124	-4.142588744	-3.465927856	-0.676660888	0.258943332
OTU 125	-5.096831254	-2.764333708	-2.332497546	0.038484549
OTU 126	-3.453378577	-3.371657939	-0.081720638	0.513658947
OTU 127	-3.66546749	-3.553078032	-0.112389458	0.495838731
OTU 128	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 129	-3.075641955	-2.766957852	-0.308684103	0.395542473
OTU 130	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 131	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 132	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 133	-2.4404136	-4.984441796	2.544028196	10.55721276
OTU 134	-3.660138656	-4.984441796	1.32430314	2.592308871
OTU 135	-4.343503587	-1.971183131	-2.372320456	0.036759953
OTU 136	-4.295198908	-4.984441796	0.689242889	1.247833441
OTU 137	-2.846411251	-3.312343938	0.465932687	0.964942688
OTU 138	-5.096831254	-3.244079107	-1.852752147	0.066858881
OTU 139	-5.096831254	-1.955870543	-3.14096071	0.015172419
OTU 140	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 141	-3.892711271	-4.984441796	1.091730525	1.983354923
OTU 142	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 143	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 144	-3.351236037	-4.984441796	1.633205759	3.69945761
OTU 145	-3.437231941	-3.440373752	0.00314181	0.566377616
OTU 146	-3.318680003	-3.753992875	0.435312871	0.931518773
OTU 147	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 148	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 149	-5.096831254	-1.938727737	-3.158103517	0.014875906
OTU 150	-3.266456471	-3.312343938	0.045887468	0.594947864
OTU 151	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 152	-5.096831254	-3.192050107	-1.904781147	0.062971582
OTU 153	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 154	-2.73636407	-4.984441796	2.248077726	7.508860549
OTU 155	-2.595771992	-4.984441796	2.388669805	8.828157614
OTU 156	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 157	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 158	-3.587180774	-4.984441796	1.397261022	2.819458373
OTU 159	-3.825764482	-2.788542144	-1.037222338	0.170971612
OTU 160	-2.943524633	-4.984441796	2.040917163	5.915531309
OTU 161	-2.687461783	-3.642019115	0.954557332	1.693611687
OTU 162	-3.216017662	-3.662222501	0.44620484	0.943273418
OTU 163	-3.698891245	-3.780321814	0.081430568	0.619798413
OTU 164	-3.649673222	-4.984441796	1.334768574	2.623731944
OTU 165	-3.460009156	-2.577901616	-0.88210754	0.204400242
OTU 166	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 167	-3.994168912	-3.553078032	-0.44109088	0.339617246
OTU 168	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 169	-3.058078665	-4.984441796	1.926363131	5.184617741
OTU 170	-3.328439841	-3.1271093	-0.201330541	0.44757921
OTU 171	-2.735103418	-4.984441796	2.249338378	7.519766671
OTU 172	-2.616824311	-4.984441796	2.367617485	8.616758448
OTU 173	-4.005750784	-3.729169291	-0.276581493	0.410435039
OTU 174	-3.573952509	-3.479291818	-0.094660691	0.506063285
OTU 175	-3.565352337	-3.049943345	-0.515408992	0.311767385
OTU 176	-4.494771262	-4.984441796	0.489670534	0.991677461
OTU 177	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 178	-3.456681213	-3.086814705	-0.369866508	0.368639546
OTU 179	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 180	-3.502070501	-3.729169291	0.22709879	0.732967251
OTU 181	-5.096831254	-4.984441796	-0.112389458	0.495838731
OTU 182	-3.866382332	-2.654028023	-1.21235431	0.139751997
OTU 183	-3.634433256	-2.721990706	-0.912442549	0.197384889
