OTU	log_x	log_y	log_x/y	r
OTU 46	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 47	-3.560327555	-2.638191047	-0.922136508	0.195194206
OTU 48	-4.958267564	-3.197193325	-1.761074239	0.074301581
OTU 49	-4.958267564	-1.528693305	-3.429574259	0.010882985
OTU 50	-3.324799108	-2.608635804	-0.716163304	0.247430666
OTU 51	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 52	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 53	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 54	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 55	-3.844324211	-1.525284085	-2.319040126	0.03908545
OTU 56	-4.958267564	-2.263107309	-2.695160255	0.025348662
OTU 57	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 58	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 59	-4.958267564	-1.566620176	-3.391647387	0.011368718
OTU 60	-4.958267564	-3.150992902	-1.807274661	0.070452733
OTU 61	-3.378483967	-5.1884194	1.809935433	4.534223178
OTU 62	-3.481146309	-2.415364707	-1.065781602	0.165441468
OTU 63	-3.401965063	-2.819203543	-0.58276152	0.288505712
OTU 64	-3.202392708	-2.880923362	-0.321469346	0.389762905
OTU 65	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 66	-3.077453971	-3.071148105	-0.006305867	0.560250487
OTU 67	-4.004025054	-5.1884194	1.184394346	2.206644383
OTU 68	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 69	-3.844324211	-5.1884194	1.344095189	2.65205649
OTU 70	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 71	-3.5269038	-5.1884194	1.661515601	3.822020185
OTU 72	-2.61981107	-5.1884194	2.56860833	10.86023796
OTU 73	-4.958267564	-3.49822332	-1.460044243	0.105078304
OTU 74	-3.094944704	-2.694264806	-0.400679897	0.355791221
OTU 75	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 76	-4.958267564	-2.453619571	-2.504647993	0.031565391
OTU 77	-2.875482193	-2.390459757	-0.485022437	0.322867222
OTU 78	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 79	-4.958267564	-3.909665799	-1.048601764	0.168746313
OTU 80	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 81	-3.335018273	-3.1884194	-0.146598873	0.476689669
OTU 82	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 83	-2.638121278	-2.2093265	-0.428794778	0.344459199
OTU 84	-3.286169706	-3.139201378	-0.146968328	0.476486951
OTU 85	-2.295509732	-4.285329413	1.989819681	5.577569835
OTU 86	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 87	-2.932961698	-3.984299418	1.051337719	1.893232868
OTU 88	-2.363875013	-3.403089565	1.039214552	1.866991978
OTU 89	-4.958267564	-1.862288444	-3.09597912	0.015978854
OTU 90	-3.250697388	-2.822931415	-0.427765972	0.344867437
OTU 91	-3.511109532	-2.681914368	-0.829195164	0.217238899
OTU 92	-3.089035844	-3.313358137	0.224322293	0.730628018
OTU 93	-2.765142965	-3.084615679	0.319472714	0.815213819
OTU 94	-3.250697388	-5.1884194	1.937722013	5.252864309
OTU 95	-4.958267564	-1.865993348	-3.092274216	0.016047156
OTU 96	-2.98513971	-3.139201378	0.154061668	0.673854309
OTU 97	-3.543294216	-2.78701886	-0.756275356	0.23626397
OTU 98	-3.250697388	-2.663374593	-0.587322794	0.286994635
OTU 99	-3.879086318	-2.745939631	-1.133146686	0.153095291
OTU 100	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 101	-4.958267564	-2.039508407	-2.918759156	0.019595466
OTU 102	-4.958267564	-1.798191038	-3.160076526	0.014842153
OTU 103	-3.754147581	-2.469917712	-1.28422987	0.128653096
OTU 104	-3.268071484	-3.337161052	0.069089568	0.611054519
OTU 105	-3.543294216	-3.575635544	0.032341328	0.585741291
OTU 106	-4.958267564	-3.957970479	-1.000297085	0.178396625
OTU 107	-3.286169706	-5.1884194	1.902249695	5.042663905
OTU 108	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 109	-3.958267564	-5.1884194	1.230151837	2.326007412
OTU 110	-2.592779579	-5.1884194	2.595639822	11.2035353
OTU 111	-2.525298273	-3.644351356	1.119053083	2.046735478
OTU 112	-3.916874879	-3.362344598	-0.554530281	0.298036899
OTU 113	-4.958267564	-1.873920172	-3.084347391	0.016194274
OTU 114	-3.401965063	-3.307605808	-0.094359255	0.50623894
OTU 115	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 116	-3.916874879	-2.876665539	-1.040209339	0.170384666
OTU 117	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 118	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 119	-4.958267564	-3.586359409	-1.371908155	0.116300371
OTU 120	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 121	-3.844324211	-2.59402685	-1.250297361	0.133778553
OTU 122	-3.812139528	-2.367561411	-1.444578117	0.106966089
OTU 123	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 124	-3.958267564	-5.1884194	1.230151837	2.326007412
OTU 125	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 126	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 127	-3.217904874	-2.858005627	-0.359899247	0.372894135
OTU 128	-3.657237568	-2.318015495	-1.339222073	0.120760288
OTU 129	-4.958267564	-1.95542329	-3.002844274	0.017787423
OTU 130	-4.958267564	-2.644351356	-2.313916208	0.039316701
OTU 131	-4.958267564	-1.959762442	-2.998505121	0.017876505
OTU 132	-4.958267564	-1.960532696	-2.997734868	0.017892365
OTU 133	-4.958267564	-2.001745533	-2.956522031	0.018761785
OTU 134	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 135	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 136	-4.958267564	-3.015233132	-1.943034432	0.060258451
OTU 137	-4.958267564	-2.108514933	-2.849752631	0.021215773
OTU 138	-3.844324211	-3.424991407	-0.419332805	0.348232077
OTU 139	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 140	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 141	-4.958267564	-2.0131976	-2.945069964	0.019010791
OTU 142	-4.958267564	-3.669905461	-1.288362103	0.128042494
OTU 143	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 144	-4.958267564	-2.014068803	-2.944198761	0.019029869
OTU 145	-4.958267564	-2.278328855	-2.679938709	0.025796799
OTU 146	-4.958267564	-2.6321169	-2.326150664	0.03876679
OTU 147	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 148	-2.244777021	-5.1884194	2.94364238	16.72462412
OTU 149	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 150	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 151	-3.679513963	-2.987022276	-0.692491687	0.25426661
OTU 152	-4.958267564	-2.059697116	-2.898570448	0.02005626
OTU 153	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 154	-4.958267564	-2.069163511	-2.889104053	0.02027604
OTU 155	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 156	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 157	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 158	-4.958267564	-2.534242859	-2.424024705	0.034635609
OTU 159	-2.765142965	-3.535206887	0.770063921	1.369516082
OTU 160	-4.958267564	-3.726021402	-1.232246161	0.136587858
OTU 161	-4.113169524	-5.1884194	1.075249877	1.946077423
OTU 162	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 163	-3.401965063	-3.396027711	-0.005937352	0.560488234
OTU 164	-3.812139528	-3.34332136	-0.468818168	0.328947123
OTU 165	-3.165875874	-3.167230101	0.001354227	0.565213192
OTU 166	-4.958267564	-3.440231373	-1.51803619	0.098291753
OTU 167	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 168	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 169	-4.958267564	-2.134956795	-2.823310768	0.021871562
OTU 170	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 171	-4.958267564	-2.907386033	-2.050881531	0.053222395
OTU 172	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 173	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 174	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 175	-3.754147581	-3.215291547	-0.538856034	0.303463987
OTU 176	-3.356207572	-2.770118109	-0.586089463	0.287402436
OTU 177	-4.958267564	-2.253920949	-2.704346615	0.025081983
OTU 178	-4.958267564	-2.168887716	-2.789379848	0.022742869
OTU 179	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 180	-4.958267564	-5.1884194	0.230151837	0.735548128
OTU 181	-3.071776839	-4.34332136	1.271544522	2.439537155
OTU 182	-4.958267564	-2.202992926	-2.755274637	0.023653633
OTU 183	-4.958267564	-2.399544285	-2.558723279	0.029660163
